order_id,product_id,quantity,unit_price
11453,37,3,8.81
4197,32,1,45.57
1647,2,1,56.62
1937,59,2,25.18
2039,43,3,8.26
11653,7,2,49.29
2127,11,2,45.34
9160,10,2,118.69
12294,34,2,22.7
12845,19,2,14.8
3909,15,2,97.78
8270,16,2,55.1
5507,22,3,26.55
2340,46,1,27.18
13966,56,1,8.18
5456,6,3,55.69
4554,60,3,101.65
7991,1,3,71.91
4949,33,3,30.26
14677,24,2,102.59
10438,50,3,73.67
4349,14,3,77.77
10992,43,1,71.31
3330,15,2,102.54
11602,58,1,48.1
12505,1,3,110.25
8076,43,3,10.2
11493,37,2,91.35
14285,28,3,37.3
6929,59,3,27.75
7077,16,3,98.47
9309,47,1,20.71
12580,16,1,66.23
7779,3,3,68.83
240,13,1,50.92
14460,58,1,56.61
6697,31,1,114.03
10601,19,2,22.96
5989,5,1,65.54
7274,22,2,54.83
1529,20,3,55.62
9607,33,2,23.02
12027,41,2,88.03
7139,40,3,115.51
4439,38,2,98.31
9945,47,2,103.18
6094,28,3,110.91
1079,27,2,116.4
10681,25,2,52.62
11320,59,2,25.43
1358,41,3,110.55
7979,33,2,42.67
13516,30,2,68.01
13147,17,3,63.52
4972,42,1,32.33
9354,33,1,98.0
7991,46,1,29.65
12204,35,2,79.54
4806,49,1,35.93
14121,42,2,83.1
12190,45,2,88.78
10835,11,2,22.26
615,11,3,25.74
14494,29,3,50.82
339,18,3,21.13
2619,9,1,19.52
3939,24,1,114.92
13168,45,2,24.75
3385,12,2,15.7
13441,25,1,69.32
2042,2,3,80.39
12155,37,1,57.14
8242,16,1,115.89
7862,28,3,77.39
12812,27,2,13.94
3171,19,3,98.05
13755,50,3,12.19
11464,1,2,89.97
648,6,3,58.05
6331,30,3,68.05
395,43,3,94.23
14375,57,2,55.04
8993,12,3,73.51
8031,24,2,109.05
14257,17,2,107.76
12513,44,1,107.74
10063,48,3,108.43
7729,50,2,54.3
7048,27,3,118.65
12812,8,2,57.41
2533,47,1,76.93
1594,31,1,106.58
4552,38,1,41.52
8769,46,1,26.89
12948,18,3,30.86
9933,55,2,29.99
3965,20,1,35.52
637,17,2,39.54
11382,21,2,69.67
14887,23,2,101.42
5037,29,3,57.39
10142,28,3,114.36
13405,45,3,67.58
10761,59,3,43.71
11323,12,3,38.0
9790,26,1,47.62
9104,25,2,119.6
7275,22,1,115.82
13184,24,1,60.72
9796,54,1,51.13
3026,21,1,90.93
8615,24,2,9.73
4140,12,3,25.89
6792,23,1,81.51
8701,52,2,46.51
10835,48,2,76.51
45,51,3,62.5
319,45,2,98.94
7911,37,2,68.3
11772,26,2,84.94
5822,39,1,63.64
1747,6,2,112.38
9819,11,1,80.89
11625,6,2,61.59
4776,32,3,47.3
7578,4,2,109.56
4474,32,1,27.47
11995,58,3,109.68
11119,43,2,42.11
13445,9,3,90.31
9639,38,3,98.35
3310,27,3,81.06
5908,45,3,61.13
3786,54,1,105.63
6239,56,2,116.97
11420,51,2,62.67
878,53,3,114.73
9784,12,2,50.37
9681,37,3,107.44
865,13,3,55.45
3822,58,2,34.02
9305,50,1,73.88
2721,2,3,9.85
10574,28,2,108.74
13587,47,3,37.31
4779,44,1,80.44
1354,2,3,112.04
6038,54,2,35.57
10670,23,1,43.13
10903,49,2,103.62
5641,39,2,85.42
943,11,3,102.18
8157,41,2,97.63
3811,1,3,112.23
7874,48,3,39.75
5610,37,2,64.42
3365,16,2,112.92
5239,11,1,77.92
5961,49,1,45.87
10392,5,3,115.01
3327,58,3,37.08
3282,32,2,80.38
9105,40,3,118.65
3206,20,3,15.08
5860,30,3,79.79
8364,49,2,96.91
2392,53,1,18.65
7546,13,2,39.95
14531,21,2,28.13
1353,37,1,13.04
264,50,2,64.51
9392,16,3,14.71
11121,29,1,81.61
2686,2,3,80.62
7620,42,1,78.74
6736,26,1,96.57
10900,29,3,81.27
7561,23,2,91.08
2435,55,1,117.43
7838,30,2,101.21
358,57,1,42.59
8874,49,2,19.07
429,54,1,99.85
2921,53,3,106.32
2755,2,1,71.82
983,45,2,117.66
9777,45,2,67.5
10518,24,3,99.14
9262,56,2,73.82
8702,59,1,83.38
3454,24,2,109.52
12764,59,3,41.19
12394,47,1,73.51
5332,29,1,98.88
2642,14,1,61.15
6143,10,1,88.8
8324,30,3,29.34
3885,49,3,114.08
2398,30,1,95.95
2154,50,1,36.54
7297,5,3,75.31
11335,35,3,60.8
7190,5,2,86.96
7987,29,3,110.49
8380,27,3,65.97
12252,16,1,35.78
12872,16,2,27.42
1308,34,3,43.52
3822,37,2,66.69
14711,37,2,48.35
8149,24,3,90.07
1981,36,1,75.13
4231,19,1,32.61
13725,31,3,101.79
121,28,3,37.48
14197,41,2,69.5
1154,44,2,86.02
9507,48,1,117.11
7692,42,3,67.95
8162,46,2,99.35
571,4,3,110.56
4985,16,1,99.32
1390,32,1,20.94
1964,54,2,109.14
3611,6,3,9.06
1347,57,1,81.18
12350,31,3,27.98
2418,22,2,87.15
4772,4,2,96.35
8652,11,3,63.65
7105,59,1,83.26
14056,7,1,38.21
11883,10,3,59.56
14855,44,2,88.6
6982,23,2,81.43
214,7,2,18.46
9171,15,3,62.15
10290,22,1,59.74
11261,48,3,112.68
1266,48,2,44.66
6022,28,1,68.27
8297,49,3,54.99
13781,20,2,75.83
6894,56,2,65.59
1416,5,3,73.22
6749,4,3,85.01
1499,10,2,38.27
5209,38,2,85.6
5425,57,1,48.14
391,43,3,41.76
8131,5,3,117.73
4116,48,3,97.65
14307,22,3,45.54
9030,34,1,63.25
1523,31,3,58.32
12640,7,2,18.9
10002,30,1,73.37
10981,2,2,109.31
10512,23,2,84.06
14045,48,2,31.61
8750,29,2,107.66
12413,21,2,8.09
736,57,1,28.57
5396,37,3,42.88
11201,47,1,48.57
2426,21,1,91.42
7072,38,1,64.62
5459,25,1,62.74
11300,45,1,32.01
552,18,2,17.2
7643,15,3,73.45
12248,15,2,53.9
9188,6,1,118.02
11519,21,2,65.93
1513,50,2,106.85
9130,8,2,109.34
1540,2,1,29.41
7363,35,2,22.44
6694,42,3,18.33
5627,11,2,9.32
5148,9,1,38.2
12911,47,2,47.23
3545,32,1,86.46
3678,27,1,26.87
3239,19,3,14.5
5991,37,1,46.54
7470,20,3,66.01
10574,55,2,103.26
5596,44,1,18.29
8107,45,2,63.04
5272,54,3,53.26
4476,55,3,59.5
14128,12,2,82.1
9248,27,3,32.16
13074,1,3,84.69
12633,43,2,28.75
6517,43,2,42.21
12933,56,2,15.62
12506,9,3,74.63
357,51,1,16.32
3826,33,3,12.9
2374,42,2,91.25
11837,29,1,19.96
5526,19,1,37.25
11598,14,1,62.51
8428,55,1,30.5
12492,40,1,103.49
1435,30,1,12.49
12308,39,1,109.72
12642,37,3,14.53
9994,56,2,12.44
9400,30,1,63.66
165,43,3,113.29
6979,26,1,11.69
4511,36,2,30.11
8153,49,2,38.13
208,2,3,76.97
299,10,3,11.16
2981,8,3,59.3
7259,22,2,73.09
9698,17,2,64.3
14545,34,2,114.79
11200,40,1,88.09
12174,55,2,43.99
5356,21,3,118.84
7803,33,3,40.62
10646,44,1,87.68
11138,34,2,9.4
9922,55,1,55.44
11508,50,3,20.54
11922,37,1,83.06
3853,59,2,24.55
8561,59,3,89.41
3785,36,3,65.24
10824,27,1,55.55
8503,8,3,107.55
8482,49,2,10.02
11826,9,2,23.13
2434,2,1,81.54
10618,5,2,62.32
13202,54,2,21.53
10511,35,1,103.61
8133,42,1,44.38
4139,57,1,71.02
13567,20,1,13.98
4464,49,3,78.8
6699,60,3,116.67
5904,10,2,47.56
5887,51,1,96.01
1411,51,1,11.09
11273,58,2,59.19
9113,20,1,53.35
8553,32,3,48.48
10351,13,1,107.92
10119,57,2,17.65
12009,32,1,53.21
794,1,1,27.57
2578,5,1,58.77
13676,58,2,89.13
7656,6,2,33.72
9615,57,3,43.17
14840,21,3,9.29
14732,12,3,77.26
3902,30,2,86.91
4490,46,3,78.25
9832,6,1,15.57
7065,35,2,98.74
2980,6,1,106.45
9669,54,2,32.46
8766,12,2,44.16
3655,39,3,104.65
2607,48,1,96.04
5335,31,2,76.2
745,30,3,55.17
7727,59,1,59.63
10398,16,2,33.96
1015,24,2,83.32
8108,16,1,109.06
10008,45,2,115.11
12761,32,3,74.84
2618,57,2,46.56
12556,39,2,18.4
2378,1,1,104.96
6191,31,1,72.27
8529,37,3,113.68
3719,4,2,75.96
12158,49,3,23.68
6301,13,3,74.3
13164,43,3,12.17
9183,33,2,91.43
4438,27,3,50.12
13071,58,2,15.11
10141,49,1,86.71
2580,21,1,112.39
12180,18,1,28.67
6523,45,1,84.67
2413,45,1,73.28
9435,41,3,75.01
1820,12,2,27.99
9631,48,2,115.46
2093,31,1,72.99
3089,29,1,31.91
10996,19,1,62.55
12498,8,3,103.42
783,37,3,18.65
5620,56,1,81.46
9659,34,1,56.53
12210,9,3,38.93
7037,34,2,79.6
9284,16,2,26.32
13604,54,1,86.14
2206,44,1,82.21
1140,46,2,46.66
4322,31,2,91.89
7007,3,3,77.81
221,58,2,75.81
14445,57,1,52.42
10226,14,2,117.29
1281,22,1,43.78
6309,36,2,73.01
1152,49,2,66.35
11549,11,1,85.69
12725,48,3,106.5
10310,22,2,118.56
12804,46,1,71.58
8492,48,2,32.87
7639,5,1,26.9
833,59,1,10.0
11676,28,2,19.15
9890,9,2,75.48
14232,43,1,26.46
14156,56,2,55.26
12668,3,2,87.5
2372,18,1,11.53
6060,32,2,20.76
5066,27,3,65.78
794,39,1,19.83
6672,22,2,26.44
7620,3,2,50.26
5399,51,1,31.02
3358,32,2,14.35
13114,50,2,88.21
1427,15,1,28.85
1817,45,3,118.84
3898,7,1,18.43
12030,31,3,118.42
6691,32,2,87.91
14230,28,1,31.42
2701,40,2,101.25
7727,51,3,24.45
1852,14,2,101.35
2249,28,3,118.09
10043,56,2,113.07
987,29,3,77.44
11937,58,1,119.83
6461,1,1,39.57
6332,35,2,98.91
10261,59,1,73.7
6690,22,1,116.43
9313,7,2,89.43
4183,26,3,24.46
8938,35,3,20.28
7641,50,1,51.62
4134,22,3,112.11
2950,10,1,50.42
12265,32,1,21.36
3945,36,1,117.24
106,45,3,59.32
10481,60,3,108.49
314,59,2,97.53
13991,47,3,114.63
11682,28,1,110.16
12822,34,1,40.5
9969,32,3,22.02
5564,58,1,86.23
2460,11,3,84.34
3769,17,1,92.03
5761,60,1,20.9
12587,15,2,79.0
13610,29,2,67.51
2370,35,2,100.25
6119,39,2,96.56
1682,21,2,38.77
5750,4,2,109.53
9046,30,1,70.54
4713,11,1,44.86
9488,49,3,65.68
9337,32,3,38.73
8332,59,3,61.4
4158,47,2,54.01
12111,8,3,72.92
4309,25,3,47.03
207,55,3,92.52
2788,49,1,117.97
14957,42,3,92.61
3711,22,1,116.54
12177,54,2,56.84
9523,15,2,81.46
10479,1,1,44.91
9522,54,3,36.33
14975,27,2,78.7
10307,40,3,82.69
11584,35,3,55.47
11736,52,1,42.91
10327,39,1,88.9
1390,15,1,109.68
5095,59,2,24.05
3773,58,1,119.39
686,54,2,119.05
14157,11,1,110.26
2482,51,3,57.57
4658,43,3,57.34
9319,58,3,115.57
7202,6,3,101.71
2443,29,1,29.37
9127,33,1,113.78
11784,29,1,107.31
11654,38,3,113.66
10663,37,1,59.21
5718,19,1,85.87
14974,26,3,34.77
644,53,3,79.86
14255,47,3,23.55
13167,10,3,40.59
7717,26,1,51.74
11973,13,1,105.07
2181,3,3,10.25
490,51,2,45.06
1494,39,2,53.28
3012,31,1,107.09
2304,25,2,41.34
11648,22,1,119.43
14800,47,2,116.07
14286,45,3,47.07
12353,21,2,8.75
7683,46,1,92.54
10476,13,1,47.77
5785,10,2,96.74
7095,27,2,90.97
14918,58,3,49.34
13215,34,3,76.45
4560,55,2,20.43
6683,55,3,20.06
11665,35,1,27.17
7830,38,2,19.24
11467,51,2,116.05
7516,53,3,75.81
10343,6,3,45.87
10992,36,2,27.64
8690,11,1,25.86
12203,6,1,53.94
13336,30,3,40.04
580,40,3,68.37
4185,43,2,61.24
682,28,3,8.38
5669,59,2,22.02
2172,21,1,51.67
14019,8,3,112.99
12468,2,1,64.65
2944,24,3,117.91
954,6,2,36.97
11830,35,3,68.52
9962,4,1,35.79
13644,32,3,9.59
2220,45,1,11.22
11922,15,1,116.77
6120,39,3,71.32
10695,22,1,81.44
10600,45,2,17.99
12824,49,3,72.1
8518,13,1,10.02
6707,53,2,12.58
8171,52,1,98.42
10248,10,1,22.66
14577,21,1,108.32
4239,49,2,83.19
9547,57,2,101.83
12183,19,3,99.88
9588,50,2,108.18
14049,24,2,55.7
2179,19,2,101.26
5932,35,2,49.81
6896,27,2,39.73
519,45,2,76.52
3483,29,3,78.38
14980,57,1,21.34
9912,36,1,99.76
9673,15,1,83.7
5655,1,3,45.52
6678,45,3,96.69
2616,34,3,79.99
13424,45,2,109.93
4689,49,1,40.9
1678,6,3,110.54
1945,11,2,84.71
7045,40,1,77.59
10838,59,2,55.68
13368,42,2,39.69
4925,6,2,42.37
13330,5,3,28.6
2957,50,3,12.54
1222,14,2,34.94
6069,35,1,76.34
8331,31,3,57.38
5758,51,2,40.69
12984,40,1,16.74
1839,28,1,20.8
9962,53,3,32.75
3278,60,3,18.65
928,14,3,66.14
8798,17,2,29.45
12228,22,2,61.4
155,12,2,115.55
14197,20,3,113.01
6031,41,3,60.13
2636,27,1,67.96
2261,27,2,113.62
1568,30,2,85.76
2468,16,2,42.38
6286,9,1,41.36
1646,29,2,74.36
2269,2,1,79.06
7632,1,2,67.28
3188,51,3,34.91
9296,53,2,15.96
7347,23,1,40.14
4540,17,3,62.8
2358,34,1,59.91
11850,30,2,32.75
10507,19,1,102.46
3374,45,3,25.16
3747,2,1,30.02
12509,28,2,110.19
4419,48,3,11.99
14695,46,2,52.03
4222,30,2,75.94
660,12,1,39.42
4011,28,1,119.74
5172,8,3,106.74
7963,50,2,81.65
14432,15,2,109.04
12003,43,3,110.39
2639,33,1,65.12
4570,33,3,45.37
3065,7,1,94.67
2523,23,3,119.77
3483,28,1,51.94
2694,39,2,32.75
14168,31,2,12.57
1451,35,2,45.52
12527,29,1,32.94
14463,14,2,67.31
10328,40,2,54.76
2359,8,1,104.12
1227,47,1,9.07
1386,39,2,32.75
14559,19,2,68.02
8395,15,3,113.7
326,35,1,94.9
9706,51,2,99.12
1648,24,1,52.29
75,39,2,50.63
9008,18,3,29.97
13633,30,1,49.39
10341,20,1,52.26
11032,47,1,119.87
12460,22,3,83.94
5681,52,2,104.75
913,2,2,105.35
6543,37,2,59.65
3638,31,1,111.37
4544,28,1,13.67
8151,31,2,85.78
13982,49,1,81.32
14126,16,1,50.34
7833,31,2,28.76
797,41,3,87.97
711,13,3,65.58
11491,42,1,21.37
13263,40,2,64.49
4055,27,3,13.37
9090,26,1,37.63
659,30,2,71.66
9017,19,2,88.76
3029,47,3,33.38
1015,26,1,94.81
11113,59,1,56.92
11166,52,1,10.05
9518,36,3,76.54
9305,33,1,41.23
5912,20,2,84.51
1938,43,1,84.58
11872,17,3,67.1
8181,27,1,38.07
3265,46,2,79.35
12603,13,3,70.55
237,20,1,55.81
12218,58,3,21.85
439,17,2,68.25
12003,7,3,8.42
4228,25,3,57.86
9365,33,2,9.73
850,23,3,31.36
14383,49,3,10.33
10892,14,2,109.67
2226,35,1,41.73
14785,20,2,36.45
12828,28,2,54.08
12807,24,2,12.05
12877,48,3,118.84
12207,5,3,113.91
1310,2,2,24.56
3576,21,3,94.84
8173,27,3,73.66
14084,54,1,110.03
101,9,3,93.84
12050,28,3,68.03
5631,47,2,42.04
13785,25,3,22.96
7092,4,3,67.42
13797,41,1,51.28
1892,17,1,78.77
10206,59,2,68.58
932,22,2,39.76
14033,15,1,50.25
7710,58,1,117.89
8886,27,3,72.97
8194,3,2,108.12
3219,16,1,108.21
12063,13,1,46.28
2710,41,3,89.52
9086,44,1,88.98
11316,56,2,79.43
4644,34,2,72.51
5169,37,2,17.15
12524,3,3,116.32
5958,47,1,36.43
50,60,2,112.55
9101,17,2,103.46
9240,14,3,61.86
13406,45,1,31.29
5021,31,2,46.52
493,20,3,53.1
3097,44,3,66.65
7531,9,3,95.39
9063,9,1,79.3
12408,9,1,18.29
13217,16,3,70.15
2281,1,2,71.14
9171,57,3,16.89
14001,5,1,94.39
11146,25,1,107.24
1970,18,3,102.29
14510,32,2,64.18
7511,3,2,8.35
7891,42,1,99.04
3624,59,2,78.05
3193,59,3,51.41
11575,16,1,28.84
10077,22,2,99.03
7529,34,1,107.1
2816,11,2,74.28
13719,57,1,116.08
6529,49,1,9.54
6277,53,2,84.83
6933,12,1,17.94
7403,42,2,80.44
8740,53,2,52.02
5587,11,3,13.28
7553,45,3,67.51
14933,9,1,84.21
518,41,3,108.52
7923,36,3,57.05
6578,25,2,93.79
6597,18,2,17.53
9066,16,2,99.81
647,4,2,17.44
6452,58,2,78.73
9014,46,3,22.22
11633,19,1,37.14
4895,25,3,60.28
8742,7,3,44.39
8886,10,2,78.43
9019,15,2,77.08
6214,7,1,91.8
12995,12,2,58.06
328,13,2,99.03
2643,22,1,38.91
6223,31,2,62.62
8462,1,3,87.39
1605,3,3,81.61
7956,4,3,36.73
5509,37,1,44.27
1361,32,2,33.05
3733,7,3,104.21
1853,24,2,11.19
2030,33,1,55.16
10473,47,2,96.3
13761,52,1,117.65
12369,46,2,100.66
3301,3,3,25.83
13415,47,3,37.63
5609,16,3,50.56
7208,21,1,39.01
8730,45,2,116.82
1692,25,2,15.64
7966,56,3,31.75
2806,56,1,92.77
4461,43,1,37.52
710,23,2,28.58
14967,45,2,50.84
3083,30,1,109.52
7987,19,3,102.74
8551,59,2,45.87
1827,23,1,30.25
678,35,1,96.52
6715,6,2,116.87
13193,5,1,49.09
3404,48,3,47.83
8838,57,1,98.53
12835,22,2,113.66
10429,47,1,28.71
10187,18,1,92.25
13433,58,3,58.28
14410,35,2,59.86
10153,17,1,63.98
693,12,2,12.98
14732,41,2,100.33
8175,9,1,81.21
12055,4,3,98.19
4665,3,3,82.32
9843,31,3,19.09
8085,52,3,21.25
4949,34,1,19.64
1968,6,3,11.59
1198,19,3,119.48
4410,10,3,26.19
3269,20,2,65.98
12037,49,1,62.25
9361,48,1,80.68
9904,39,1,46.49
4916,26,1,98.16
13632,20,3,94.76
2093,36,2,92.69
10462,39,2,58.58
11907,29,2,94.95
11416,46,1,66.44
3297,22,3,67.35
6150,15,3,55.0
3298,49,1,106.77
5145,51,2,37.33
10228,6,2,119.62
6151,13,2,82.12
6418,5,2,23.99
2569,49,3,72.92
5906,6,2,112.75
14100,2,2,79.96
7181,39,3,104.73
9679,31,1,31.62
4109,22,2,11.0
904,44,1,28.71
2524,23,1,83.27
6137,18,3,15.16
7268,2,2,91.97
3646,51,2,94.13
5217,2,3,34.87
13403,30,3,41.23
5977,45,2,55.59
1391,29,2,59.26
3499,43,3,103.86
8871,39,2,51.78
10537,58,2,10.79
2447,29,2,107.43
598,52,2,65.16
147,60,1,111.1
551,44,2,43.88
10289,36,3,30.94
13969,31,3,80.31
5821,18,1,60.11
11637,45,3,109.78
12058,7,3,31.06
11060,45,2,55.47
3889,3,1,100.84
13176,19,1,77.62
3589,6,1,77.46
7570,43,1,106.1
5991,12,2,52.63
12245,37,1,21.7
570,38,2,52.75
2502,41,2,66.6
1048,38,3,37.4
2358,26,2,15.36
14034,53,1,14.81
5000,19,3,82.47
12358,59,2,72.06
5166,27,2,92.3
13038,53,2,116.86
9492,3,1,107.18
13084,5,1,82.27
13229,38,1,30.35
12190,15,2,63.44
8219,35,2,26.48
8924,14,1,109.45
7636,54,1,54.46
1361,51,2,29.19
7059,11,3,73.37
1362,29,2,55.19
5150,24,1,42.74
14753,52,1,77.24
6305,52,1,53.45
9534,39,1,48.57
5238,48,2,110.65
12048,1,2,72.01
1742,52,3,52.41
9218,15,2,105.53
10385,14,1,21.33
4968,36,3,30.73
4587,42,3,88.4
10362,29,2,82.68
10916,21,2,106.53
2061,6,3,15.43
14748,15,2,42.47
2620,38,3,62.56
7449,53,1,27.85
4744,56,3,31.14
5622,24,2,46.88
14061,3,3,17.45
1195,46,1,43.08
2389,36,2,30.98
10770,25,1,96.04
2907,54,3,53.89
6704,50,1,23.66
2858,58,3,59.05
1891,42,2,107.66
3748,10,3,40.65
6649,18,2,94.84
10306,16,1,19.75
8360,1,2,14.07
13233,45,3,100.01
12792,7,2,103.96
7352,21,1,39.95
11713,12,3,12.34
14485,28,1,32.67
13059,35,3,60.76
4551,20,3,47.14
12136,59,3,64.24
13381,48,2,50.71
10582,3,3,35.26
2063,60,1,28.93
651,59,2,115.01
4192,3,2,100.77
8030,7,3,44.32
8820,33,3,89.23
6054,20,1,18.49
12526,14,1,64.35
10162,51,1,119.35
6062,29,2,113.26
2998,48,2,8.87
5229,24,3,41.64
14035,19,2,112.23
2588,2,1,91.05
6505,7,2,89.28
305,20,2,18.59
386,44,3,45.22
12532,24,3,101.8
12442,44,3,29.01
10662,4,2,46.65
5964,26,2,104.49
9546,20,3,67.97
4485,42,2,101.57
14332,4,2,36.65
8074,27,3,114.53
10217,26,3,30.75
3116,10,2,29.15
11099,55,1,113.82
13233,41,2,104.42
6411,42,3,18.45
12411,60,3,45.6
11338,10,1,57.71
4536,17,1,70.53
11555,53,1,119.89
14454,57,3,54.87
4089,59,1,14.05
12320,53,3,49.84
5586,50,3,78.69
2141,10,3,9.31
7397,32,2,39.35
11080,22,2,16.48
8661,2,1,103.26
4419,8,2,31.1
6664,15,1,69.96
1918,47,1,48.92
533,54,3,96.29
12785,36,1,67.94
14498,5,3,61.43
14317,5,2,105.75
9775,19,1,113.19
9502,37,3,24.75
5271,21,2,78.26
14628,44,1,13.5
6256,28,1,109.93
5453,27,3,22.1
2646,52,2,106.85
