user_id,signup_date,acquisition_channel,country,state_region,device_first_used,preferred_category,loyalty_member_flag,email_opt_in_flag,birth_year
140,2025-10-25,email,Australia,VIC,tablet,accessories,0,0,1973
141,2025-03-17,organic_search,Australia,NSW,desktop,makeup,0,1,1981
142,2025-07-17,referral,New Zealand,QLD,mobile,makeup,1,1,1968
143,2026-08-09,paid_social,Australia,WA,tablet,skincare,0,1,1967
144,2025-11-29,organic_search,Australia,VIC,tablet,makeup,1,1,1973
145,2024-04-22,organic_search,Australia,VIC,desktop,personal_care,0,1,1966
146,2024-01-02,organic_search,Australia,SA,tablet,makeup,0,1,1962
147,2025-10-03,paid_social,Australia,WA,tablet,accessories,0,0,1995
148,2024-08-07,email,Australia,SA,mobile,makeup,0,1,1982
149,2026-05-04,referral,Australia,NZ-AUK,tablet,accessories,1,1,1976
150,2025-01-19,direct,Australia,VIC,tablet,personal_care,1,1,2000
151,2026-12-12,direct,Australia,QLD,mobile,skincare,0,1,1984
152,2025-12-30,referral,Australia,NZ-AUK,tablet,skincare,0,0,1982
153,2024-09-03,paid_social,Australia,WA,mobile,makeup,0,1,1970
154,2026-04-15,direct,New Zealand,VIC,desktop,makeup,0,1,1991
155,2024-07-21,organic_search,Australia,NZ-WGN,mobile,accessories,0,1,1960
156,2024-05-02,direct,Australia,WA,mobile,skincare,1,1,1986
157,2025-02-04,referral,New Zealand,NZ-AUK,tablet,personal_care,1,1,2003
158,2026-02-05,organic_search,Australia,QLD,tablet,accessories,0,1,1987
159,2024-10-20,direct,Australia,NSW,tablet,makeup,0,1,1998
160,2024-10-06,referral,Australia,SA,tablet,skincare,1,1,1985
161,2026-06-02,paid_social,Australia,NZ-WGN,mobile,makeup,0,0,1968
162,2024-07-16,referral,Australia,SA,desktop,skincare,0,0,1989
163,2026-09-08,paid_social,Australia,NZ-AUK,tablet,accessories,0,1,1962
164,2026-01-21,organic_search,New Zealand,VIC,mobile,personal_care,0,0,2002
165,2024-05-23,referral,Australia,VIC,desktop,personal_care,0,1,1990
166,2025-08-31,email,Australia,QLD,desktop,personal_care,0,0,1969
167,2024-07-05,email,Australia,VIC,desktop,personal_care,0,1,1991
168,2025-04-08,email,Australia,VIC,mobile,personal_care,1,0,1960
169,2025-10-21,email,Australia,VIC,tablet,makeup,0,0,1967
170,2026-02-02,email,Australia,WA,mobile,makeup,0,1,1998
171,2026-08-12,paid_social,Australia,WA,tablet,personal_care,1,1,1969
172,2025-02-06,referral,Australia,NSW,desktop,skincare,1,1,1983
173,2024-05-26,organic_search,Australia,WA,desktop,accessories,0,0,2003
174,2026-05-13,email,New Zealand,NZ-WGN,mobile,skincare,1,1,1978
175,2025-05-03,email,Australia,NZ-WGN,desktop,skincare,0,1,1966
176,2026-07-17,organic_search,New Zealand,SA,mobile,personal_care,1,1,1968
177,2025-07-04,organic_search,Australia,NZ-WGN,tablet,skincare,1,1,1991
178,2024-12-03,email,Australia,NZ-AUK,desktop,makeup,1,1,1978
179,2026-05-21,paid_social,Australia,NSW,tablet,accessories,1,0,1998
180,2025-10-02,organic_search,New Zealand,VIC,desktop,accessories,1,1,1988
181,2025-04-17,referral,Australia,SA,tablet,accessories,0,0,1975
182,2024-05-30,referral,Australia,NSW,desktop,skincare,0,1,1998
183,2024-09-19,paid_social,Australia,NZ-AUK,tablet,accessories,1,0,2003
184,2024-05-23,direct,Australia,NSW,desktop,accessories,1,1,1962
185,2024-12-11,paid_social,Australia,SA,mobile,makeup,1,1,1964
186,2025-09-15,email,Australia,NSW,tablet,personal_care,1,0,1965
187,2026-10-13,direct,New Zealand,SA,tablet,personal_care,0,1,1976
188,2026-05-30,email,Australia,NSW,mobile,makeup,1,1,1976
189,2024-01-02,referral,Australia,NSW,mobile,makeup,1,0,1995
190,2026-06-15,organic_search,Australia,NZ-WGN,mobile,personal_care,0,1,2001
191,2024-09-10,email,Australia,NSW,desktop,skincare,1,1,1991
192,2025-03-28,referral,Australia,SA,mobile,makeup,0,0,1999
193,2026-11-26,paid_social,Australia,NSW,desktop,accessories,1,0,1973
194,2026-10-11,email,Australia,NZ-WGN,desktop,makeup,1,1,1991
195,2024-01-09,referral,New Zealand,NZ-AUK,mobile,skincare,0,1,2002
196,2026-03-26,organic_search,Australia,NZ-AUK,mobile,makeup,0,1,1997
197,2024-07-26,email,Australia,WA,desktop,accessories,0,1,1972
198,2025-02-07,referral,Australia,WA,tablet,makeup,0,1,1982
199,2024-05-31,email,Australia,WA,tablet,makeup,0,1,1971
200,2024-02-23,organic_search,New Zealand,WA,mobile,makeup,0,0,1981
201,2025-09-19,email,Australia,WA,tablet,personal_care,0,1,1989
202,2025-08-09,email,New Zealand,NZ-AUK,desktop,personal_care,0,1,1981
203,2024-04-13,referral,Australia,VIC,tablet,skincare,1,1,1969
204,2024-09-10,direct,Australia,NSW,desktop,personal_care,0,1,1971
205,2025-05-24,email,Australia,NZ-AUK,mobile,skincare,1,1,1995
206,2024-04-08,direct,Australia,NZ-AUK,mobile,personal_care,0,1,1987
207,2024-06-01,paid_social,Australia,QLD,tablet,skincare,1,0,1982
208,2026-07-02,email,New Zealand,VIC,mobile,skincare,1,0,1983
209,2026-05-27,direct,Australia,SA,mobile,skincare,0,0,1987
210,2024-12-03,paid_social,Australia,NZ-WGN,desktop,makeup,0,0,1967
211,2026-04-01,referral,Australia,VIC,desktop,makeup,1,1,1979
212,2026-08-14,email,Australia,QLD,desktop,skincare,0,0,1962
213,2024-06-09,referral,Australia,NZ-AUK,desktop,skincare,0,1,1966
214,2026-03-11,paid_social,Australia,VIC,mobile,makeup,0,1,1982
215,2025-02-01,referral,Australia,NSW,desktop,accessories,0,1,1994
216,2026-03-26,referral,Australia,WA,desktop,makeup,1,0,1992
217,2025-02-04,organic_search,Australia,NSW,desktop,skincare,1,1,1994
218,2025-10-01,paid_social,Australia,VIC,tablet,makeup,0,1,1981
219,2026-11-22,referral,New Zealand,NZ-AUK,desktop,personal_care,0,1,1993
220,2025-11-18,direct,Australia,NZ-AUK,mobile,skincare,0,1,1995
221,2025-04-04,paid_social,Australia,QLD,mobile,makeup,1,1,1996
222,2026-08-12,organic_search,Australia,SA,desktop,personal_care,1,0,1997
223,2025-04-14,email,New Zealand,NSW,tablet,makeup,0,1,1985
224,2026-11-11,referral,New Zealand,QLD,tablet,makeup,1,0,2000
225,2026-01-19,direct,New Zealand,SA,tablet,accessories,1,1,1969
226,2024-02-07,organic_search,Australia,WA,tablet,makeup,0,1,1996
227,2024-08-17,paid_social,Australia,NSW,desktop,makeup,1,1,1966
228,2025-07-16,referral,New Zealand,NZ-AUK,desktop,accessories,0,1,2001
229,2025-03-13,organic_search,Australia,NSW,mobile,makeup,0,1,1970
230,2024-01-27,organic_search,Australia,NZ-AUK,mobile,accessories,0,1,1976
231,2024-08-13,direct,New Zealand,NZ-AUK,tablet,personal_care,0,1,1967
232,2026-03-08,email,Australia,WA,tablet,accessories,1,1,1966
233,2024-10-10,email,Australia,WA,mobile,personal_care,1,0,2002
234,2026-05-28,email,Australia,VIC,mobile,accessories,0,1,1967
235,2026-08-17,paid_social,Australia,SA,tablet,personal_care,0,1,1992
236,2025-03-28,organic_search,Australia,QLD,mobile,makeup,0,1,1965
237,2026-10-16,paid_social,Australia,NZ-WGN,tablet,personal_care,0,1,1964
238,2026-03-26,organic_search,Australia,NZ-WGN,desktop,personal_care,1,1,1975
239,2025-10-20,direct,Australia,WA,tablet,skincare,0,0,2004
240,2025-06-30,direct,Australia,VIC,desktop,personal_care,0,1,1973
241,2026-12-08,paid_social,Australia,SA,desktop,makeup,0,1,1993
242,2024-01-17,paid_social,Australia,SA,desktop,skincare,0,1,1993
243,2024-06-06,direct,Australia,NSW,mobile,skincare,1,0,1984
244,2025-04-21,referral,Australia,VIC,mobile,accessories,0,0,1981
245,2026-12-05,email,Australia,VIC,tablet,personal_care,1,1,1962
246,2025-06-01,email,New Zealand,NSW,desktop,accessories,1,1,2000
247,2024-04-08,direct,Australia,NZ-WGN,tablet,accessories,0,0,1977
248,2026-11-26,email,Australia,QLD,desktop,personal_care,1,0,1979
249,2024-10-06,referral,Australia,NZ-WGN,desktop,accessories,0,1,1972
250,2025-05-11,referral,Australia,WA,tablet,makeup,1,1,2001
251,2024-10-28,organic_search,New Zealand,NZ-AUK,tablet,makeup,0,0,1993
252,2024-06-29,paid_social,New Zealand,NSW,tablet,personal_care,0,0,1980
253,2025-08-29,email,Australia,WA,tablet,personal_care,0,0,1988
254,2025-11-30,referral,Australia,NZ-AUK,mobile,skincare,0,1,1968
255,2026-09-19,paid_social,Australia,VIC,desktop,personal_care,1,1,1999
256,2024-07-09,paid_social,Australia,NZ-WGN,desktop,personal_care,0,1,1981
257,2024-09-09,organic_search,Australia,NSW,mobile,makeup,1,1,1990
258,2026-09-07,paid_social,Australia,NZ-AUK,desktop,makeup,1,1,2004
259,2026-07-16,paid_social,Australia,QLD,mobile,personal_care,0,1,1990
260,2024-05-07,direct,Australia,WA,desktop,skincare,1,1,1965
261,2024-01-18,organic_search,Australia,NZ-WGN,mobile,makeup,0,1,2000
262,2025-07-19,organic_search,Australia,WA,mobile,makeup,1,0,1961
263,2025-07-23,email,Australia,WA,desktop,accessories,1,0,1966
264,2025-11-16,paid_social,Australia,VIC,desktop,personal_care,1,1,1971
265,2025-09-17,email,New Zealand,NZ-WGN,desktop,accessories,0,1,2002
266,2026-05-03,referral,Australia,NZ-AUK,tablet,personal_care,1,1,1978
267,2026-08-19,paid_social,Australia,WA,desktop,skincare,0,0,1979
268,2024-06-03,referral,New Zealand,SA,desktop,accessories,0,0,1972
269,2025-05-04,direct,New Zealand,NZ-WGN,desktop,makeup,0,1,1980
270,2026-02-23,paid_social,Australia,WA,tablet,personal_care,0,1,1996
271,2024-09-02,email,Australia,VIC,desktop,personal_care,0,1,1985
272,2026-11-28,email,Australia,NSW,mobile,accessories,1,1,1992
273,2026-01-28,paid_social,Australia,WA,mobile,accessories,1,1,1981
274,2025-06-21,email,New Zealand,WA,tablet,skincare,1,1,1970
275,2026-07-09,paid_social,Australia,NSW,tablet,makeup,1,1,1974
276,2025-02-11,organic_search,Australia,NZ-AUK,tablet,skincare,1,1,2004
277,2025-06-08,email,Australia,NZ-AUK,tablet,makeup,0,0,1977
278,2026-04-07,paid_social,Australia,SA,tablet,makeup,1,1,1990
279,2026-06-21,paid_social,Australia,VIC,desktop,personal_care,1,1,1993
280,2024-02-05,email,Australia,NSW,mobile,makeup,0,1,1988
281,2025-11-15,organic_search,Australia,VIC,mobile,accessories,1,1,2000
282,2024-01-20,email,Australia,NZ-AUK,desktop,personal_care,0,1,1976
283,2024-11-16,paid_social,Australia,NSW,tablet,skincare,0,0,1977
284,2025-05-26,organic_search,Australia,QLD,desktop,makeup,1,1,1991
285,2025-02-03,referral,Australia,SA,tablet,personal_care,0,1,1969
286,2025-10-15,direct,Australia,QLD,mobile,accessories,0,0,1968
287,2026-08-29,email,Australia,NZ-AUK,mobile,skincare,1,1,1986
288,2025-04-15,paid_social,Australia,NZ-WGN,tablet,personal_care,1,0,1985
289,2026-04-13,organic_search,New Zealand,NSW,desktop,personal_care,0,1,1980
290,2025-12-27,organic_search,Australia,NZ-AUK,tablet,accessories,0,1,1988
291,2026-05-03,referral,New Zealand,NSW,tablet,accessories,1,0,1979
292,2024-02-20,email,Australia,VIC,mobile,makeup,0,1,1968
293,2025-07-28,organic_search,Australia,NSW,tablet,skincare,0,1,1963
294,2024-05-29,referral,Australia,NZ-AUK,desktop,personal_care,0,0,1974
295,2024-11-09,paid_social,Australia,VIC,tablet,accessories,1,1,1982
296,2025-07-23,referral,New Zealand,VIC,mobile,accessories,1,1,2001
297,2024-10-31,email,Australia,NSW,desktop,personal_care,0,0,2001
298,2025-11-12,referral,Australia,VIC,desktop,accessories,1,1,1975
299,2026-04-17,organic_search,Australia,NZ-AUK,mobile,accessories,1,0,1960
300,2026-12-13,organic_search,New Zealand,NZ-WGN,mobile,makeup,1,1,1978
301,2026-09-29,direct,Australia,SA,tablet,personal_care,1,1,1985
302,2025-03-19,referral,Australia,QLD,mobile,makeup,1,1,1963
303,2025-09-04,paid_social,Australia,NSW,mobile,skincare,0,1,1987
304,2026-09-19,email,Australia,VIC,mobile,accessories,0,0,1999
305,2024-09-20,direct,Australia,VIC,mobile,makeup,1,1,1994
306,2026-12-12,referral,Australia,NZ-AUK,desktop,personal_care,1,0,1994
307,2026-09-30,paid_social,New Zealand,VIC,desktop,skincare,1,1,2003
308,2024-01-05,direct,New Zealand,VIC,desktop,skincare,0,0,1999
309,2026-02-12,organic_search,Australia,SA,mobile,makeup,1,0,1980
310,2026-05-26,email,Australia,NZ-WGN,tablet,makeup,1,1,1996
311,2026-09-18,referral,Australia,NSW,tablet,accessories,1,1,1986
312,2026-06-02,paid_social,Australia,NSW,tablet,makeup,0,1,1999
313,2024-02-16,organic_search,Australia,NZ-AUK,tablet,makeup,1,0,1972
314,2026-05-16,direct,New Zealand,SA,desktop,makeup,0,1,1965
315,2026-04-02,email,New Zealand,SA,tablet,skincare,1,1,1990
316,2026-07-24,direct,Australia,SA,desktop,personal_care,1,1,1982
317,2025-10-17,direct,New Zealand,NSW,tablet,makeup,0,1,2001
318,2024-09-25,paid_social,New Zealand,NZ-WGN,tablet,skincare,1,1,1992
319,2025-01-04,organic_search,Australia,WA,desktop,skincare,1,1,1968
320,2025-09-27,referral,Australia,NZ-AUK,desktop,makeup,0,0,1964
321,2025-10-18,paid_social,Australia,NZ-AUK,tablet,skincare,1,1,2003
322,2024-04-29,email,Australia,QLD,mobile,accessories,0,1,2004
323,2026-04-10,direct,Australia,SA,tablet,personal_care,1,1,1997
324,2026-12-17,email,Australia,SA,tablet,accessories,0,0,2003
325,2026-01-10,paid_social,Australia,NSW,tablet,personal_care,0,1,1963
326,2024-04-26,paid_social,Australia,NZ-WGN,desktop,skincare,1,0,1991
327,2026-03-01,referral,Australia,NZ-AUK,tablet,makeup,0,1,1962
328,2026-10-09,direct,Australia,NSW,mobile,makeup,0,1,1993
329,2026-12-17,paid_social,New Zealand,NZ-WGN,tablet,skincare,1,0,2001
330,2025-09-25,email,Australia,QLD,mobile,makeup,1,1,1971
331,2025-05-27,referral,Australia,VIC,mobile,skincare,1,0,1995
332,2026-03-12,email,New Zealand,NSW,mobile,accessories,1,1,1991
333,2025-07-13,direct,New Zealand,NZ-WGN,tablet,skincare,1,0,1990
334,2025-05-02,referral,Australia,NZ-WGN,desktop,skincare,0,1,1972
335,2026-06-15,referral,New Zealand,QLD,desktop,accessories,0,0,1981
336,2025-12-04,referral,Australia,NZ-WGN,tablet,accessories,0,1,1986
337,2025-08-03,organic_search,Australia,NSW,tablet,skincare,0,0,1964
338,2026-02-28,referral,Australia,NSW,mobile,accessories,0,1,2001
339,2026-05-10,email,Australia,NSW,tablet,personal_care,1,1,2001
340,2024-09-03,email,Australia,WA,desktop,accessories,0,0,1985
341,2024-06-02,direct,Australia,NZ-WGN,tablet,makeup,1,1,1978
342,2026-09-23,paid_social,Australia,WA,tablet,accessories,1,1,1982
343,2025-11-27,paid_social,Australia,SA,tablet,accessories,0,1,2003
344,2026-12-28,organic_search,Australia,WA,mobile,skincare,0,1,1987
345,2026-12-06,referral,Australia,QLD,tablet,accessories,1,1,1961
346,2026-10-05,organic_search,Australia,NSW,tablet,personal_care,1,1,1962
347,2024-04-03,direct,Australia,WA,tablet,skincare,1,1,1972
348,2026-08-15,direct,Australia,NZ-AUK,desktop,personal_care,0,1,1995
349,2026-10-08,paid_social,Australia,NSW,mobile,makeup,1,1,1980
350,2025-03-28,direct,Australia,VIC,mobile,skincare,1,1,2004
351,2026-06-30,referral,Australia,SA,desktop,skincare,0,1,1998
352,2024-08-05,email,New Zealand,WA,mobile,makeup,0,1,1973
353,2025-04-18,direct,New Zealand,NZ-AUK,desktop,makeup,1,1,1997
354,2025-03-07,organic_search,New Zealand,NZ-WGN,mobile,personal_care,0,1,1987
355,2024-12-06,referral,Australia,NZ-AUK,mobile,accessories,1,0,1964
356,2025-07-04,direct,Australia,NSW,mobile,skincare,1,0,2004
357,2024-12-22,direct,Australia,VIC,tablet,skincare,0,1,1997
358,2024-01-23,referral,New Zealand,SA,mobile,personal_care,1,1,1976
359,2025-06-05,direct,Australia,SA,tablet,skincare,0,1,1999
360,2026-03-12,email,Australia,VIC,tablet,makeup,0,0,1998
361,2026-01-31,paid_social,Australia,WA,tablet,skincare,1,1,1994
362,2025-03-17,referral,Australia,WA,desktop,accessories,1,1,1977
363,2026-02-07,organic_search,Australia,NSW,mobile,makeup,0,0,1980
364,2026-10-12,direct,Australia,QLD,mobile,personal_care,0,1,1984
365,2025-05-30,paid_social,New Zealand,NSW,mobile,personal_care,0,1,1990
366,2026-11-05,organic_search,Australia,NSW,tablet,skincare,0,0,1974
367,2026-03-02,organic_search,Australia,NZ-WGN,mobile,makeup,1,1,1978
368,2024-12-01,email,Australia,NSW,tablet,makeup,1,0,1972
369,2024-09-14,paid_social,Australia,NZ-WGN,tablet,makeup,1,1,1991
370,2025-05-11,referral,Australia,VIC,tablet,skincare,0,1,1990
371,2026-06-14,paid_social,Australia,SA,tablet,skincare,0,0,1973
372,2024-06-08,paid_social,Australia,SA,mobile,personal_care,0,1,1984
373,2026-05-01,organic_search,Australia,QLD,tablet,accessories,0,1,1978
